indice,Lancelot,Bob (Dumb),Charlie (Dumb),David (Dumb)
0,310,20,310,20
1,320,10,320,10
2,0,330,0,330
3,0,240,0,240
4,40,200,40,200
5,0,240,0,240
6,60,180,60,180
7,50,190,50,190
8,410,0,410,0
9,90,160,90,160
10,0,240,0,240
11,40,200,40,200
12,90,160,90,160
13,80,160,80,160
14,60,180,60,180
15,410,0,410,0
16,20,230,20,230
17,290,30,290,30
18,0,240,0,240
19,290,40,290,40
20,70,170,70,170
21,40,200,40,200
22,0,330,0,330
23,280,50,280,50
24,50,190,50,190
25,80,170,80,170
26,260,60,260,60
27,270,60,270,60
28,290,30,290,30
29,0,240,0,240
30,410,0,410,0
31,90,160,90,160
32,30,210,30,210
33,0,240,0,240
34,0,240,0,240
35,10,240,10,240
36,260,50,260,50
37,250,70,250,70
38,0,240,0,240
39,50,190,50,190
40,0,330,0,330
41,290,30,290,30
42,300,20,300,20
43,40,200,40,200
44,70,170,70,170
45,270,50,270,50
46,290,30,290,30
47,30,210,30,210
48,310,20,310,20
49,270,50,270,50
50,250,70,250,70
51,40,200,40,200
52,300,30,300,30
53,80,160,80,160
54,0,330,0,330
55,260,60,260,60
56,270,50,270,50
57,0,330,0,330
58,90,160,90,160
59,300,20,300,20
60,80,160,80,160
61,280,30,280,30
62,0,330,0,330
63,300,20,300,20
64,0,330,0,330
65,410,0,410,0
66,260,60,260,60
67,310,10,310,10
68,60,180,60,180
69,70,180,70,180
70,410,0,410,0
71,410,0,410,0
72,310,10,310,10
73,20,220,20,220
74,30,210,30,210
75,410,0,410,0
76,280,50,280,50
77,0,330,0,330
78,60,190,60,190
79,0,330,0,330
80,260,70,260,70
81,410,0,410,0
82,260,60,260,60
83,40,210,40,210
84,250,70,250,70
85,80,160,80,160
86,290,30,290,30
87,20,220,20,220
88,300,20,300,20
89,50,200,50,200
90,0,240,0,240
91,0,330,0,330
92,60,190,60,190
93,0,240,0,240
94,40,210,40,210
95,410,0,410,0
96,290,40,290,40
97,60,180,60,180
98,70,180,70,180
99,50,200,50,200
100,290,30,290,30
101,410,0,410,0
102,70,160,70,160
103,0,240,0,240
104,310,10,310,10
105,290,40,290,40
106,80,160,80,160
107,50,190,50,190
108,80,170,80,170
109,0,240,0,240
110,410,0,410,0
111,300,20,300,20
112,0,240,0,240
113,410,0,410,0
114,40,200,40,200
115,0,240,0,240
116,20,220,20,220
117,0,240,0,240
118,280,40,280,40
119,250,70,250,70
120,20,230,20,230
121,410,0,410,0
122,60,190,60,190
123,300,20,300,20
124,290,30,290,30
125,300,20,300,20
126,260,60,260,60
127,20,230,20,230
128,40,200,40,200
129,0,330,0,330
130,270,60,270,60
131,80,170,80,170
132,70,160,70,160
133,310,10,310,10
134,0,330,0,330
135,10,230,10,230
136,70,170,70,170
137,0,240,0,240
138,0,330,0,330
139,290,40,290,40
140,0,240,0,240
141,260,60,260,60
142,0,240,0,240
143,0,240,0,240
144,50,190,50,190
145,90,160,90,160
146,30,220,30,220
147,0,330,0,330
148,280,40,280,40
149,0,330,0,330
150,30,210,30,210
151,0,240,0,240
152,60,190,60,190
153,0,330,0,330
154,260,60,260,60
155,70,160,70,160
156,410,0,410,0
157,280,40,280,40
158,50,190,50,190
159,60,180,60,180
160,0,250,0,250
161,0,240,0,240
162,0,240,0,240
163,0,240,0,240
164,0,330,0,330
165,0,240,0,240
166,410,0,410,0
167,280,40,280,40
168,250,70,250,70
169,40,200,40,200
170,20,220,20,220
171,300,20,300,20
172,310,10,310,10
173,80,160,80,160
174,410,0,410,0
175,70,160,70,160
176,0,330,0,330
177,60,190,60,190
178,80,160,80,160
179,280,50,280,50
180,0,240,0,240
181,30,210,30,210
182,0,250,0,250
183,250,70,250,70
184,20,220,20,220
185,300,30,300,30
186,0,330,0,330
187,270,50,270,50
188,80,160,80,160
189,40,200,40,200
190,20,220,20,220
191,300,20,300,20
192,30,210,30,210
193,80,160,80,160
194,0,330,0,330
195,260,70,260,70
196,250,70,250,70
197,20,230,20,230
198,290,30,290,30
199,250,70,250,70
200,0,330,0,330
201,70,180,70,180
202,0,330,0,330
203,20,220,20,220
204,0,240,0,240
205,410,0,410,0
206,20,220,20,220
207,270,60,270,60
208,30,210,30,210
209,290,40,290,40
210,40,200,40,200
211,310,10,310,10
212,50,190,50,190
213,0,330,0,330
214,50,190,50,190
215,30,210,30,210
216,260,60,260,60
217,0,240,0,240
218,10,230,10,230
219,30,220,30,220
220,80,170,80,170
221,0,330,0,330
222,410,0,410,0
223,0,240,0,240
224,0,330,0,330
225,50,190,50,190
226,410,0,410,0
227,300,20,300,20
228,60,190,60,190
229,410,0,410,0
230,270,50,270,50
231,410,0,410,0
232,80,160,80,160
233,30,210,30,210
234,310,20,310,20
235,290,30,290,30
236,410,0,410,0
237,270,50,270,50
238,60,180,60,180
239,60,190,60,190
240,260,60,260,60
241,260,70,260,70
242,410,0,410,0
243,0,330,0,330
244,0,330,0,330
245,310,10,310,10
246,290,30,290,30
247,10,230,10,230
248,410,0,410,0
249,310,10,310,10
250,0,330,0,330
251,280,40,280,40
252,290,40,290,40
253,60,180,60,180
254,250,70,250,70
255,0,330,0,330
256,0,330,0,330
257,80,160,80,160
258,410,0,410,0
259,0,250,0,250
260,260,70,260,70
261,90,160,90,160
262,20,230,20,230
263,0,330,0,330
264,410,0,410,0
265,260,70,260,70
266,50,190,50,190
267,280,40,280,40
268,410,0,410,0
269,270,60,270,60
270,80,160,80,160
271,410,0,410,0
272,250,70,250,70
273,30,210,30,210
274,300,20,300,20
275,310,10,310,10
276,240,70,240,70
277,80,160,80,160
278,0,240,0,240
279,410,0,410,0
280,40,200,40,200
281,320,0,320,0
282,0,330,0,330
283,410,0,410,0
284,0,240,0,240
285,280,40,280,40
286,260,60,260,60
287,30,210,30,210
288,60,180,60,180
289,0,240,0,240
290,410,0,410,0
291,80,160,80,160
292,0,330,0,330
293,70,170,70,170
294,60,180,60,180
295,40,200,40,200
296,80,170,80,170
297,290,30,290,30
298,300,20,300,20
299,290,40,290,40
300,250,70,250,70
301,60,180,60,180
302,290,30,290,30
303,60,180,60,180
304,10,220,10,220
305,80,160,80,160
306,250,60,250,60
307,0,330,0,330
308,290,30,290,30
309,80,160,80,160
310,410,0,410,0
311,0,330,0,330
312,0,250,0,250
313,10,240,10,240
314,0,240,0,240
315,70,170,70,170
316,270,50,270,50
317,260,70,260,70
318,300,30,300,30
319,80,160,80,160
320,0,250,0,250
321,290,40,290,40
322,260,70,260,70
323,310,10,310,10
324,30,210,30,210
325,270,50,270,50
326,310,20,310,20
327,40,210,40,210
328,50,190,50,190
329,260,60,260,60
330,310,20,310,20
331,70,170,70,170
332,0,330,0,330
333,410,0,410,0
334,410,0,410,0
335,0,240,0,240
336,280,40,280,40
337,290,30,290,30
338,50,190,50,190
339,60,180,60,180
340,300,30,300,30
341,80,170,80,170
342,70,180,70,180
343,320,10,320,10
344,90,160,90,160
345,270,50,270,50
346,80,160,80,160
347,0,330,0,330
348,0,240,0,240
349,0,330,0,330
350,30,210,30,210
351,410,0,410,0
352,250,70,250,70
353,50,190,50,190
354,70,170,70,170
355,310,10,310,10
356,320,0,320,0
357,90,160,90,160
358,40,200,40,200
359,0,240,0,240
360,260,50,260,50
361,410,0,410,0
362,0,240,0,240
363,0,330,0,330
364,250,70,250,70
365,30,210,30,210
366,290,30,290,30
367,250,70,250,70
368,70,170,70,170
369,280,50,280,50
370,40,190,40,190
371,260,60,260,60
372,50,190,50,190
373,410,0,410,0
374,280,40,280,40
375,410,0,410,0
376,280,50,280,50
377,60,180,60,180
378,290,30,290,30
379,30,210,30,210
380,0,240,0,240
381,80,160,80,160
382,40,200,40,200
383,60,190,60,190
384,300,20,300,20
385,0,330,0,330
386,410,0,410,0
387,250,70,250,70
388,270,50,270,50
389,0,240,0,240
390,0,330,0,330
391,290,30,290,30
392,70,170,70,170
393,260,60,260,60
394,260,60,260,60
395,410,0,410,0
396,60,180,60,180
397,40,200,40,200
398,300,20,300,20
399,60,180,60,180
400,290,30,290,30
401,90,160,90,160
402,10,220,10,220
403,80,170,80,170
404,20,220,20,220
405,80,160,80,160
406,10,230,10,230
407,260,60,260,60
408,90,160,90,160
409,40,210,40,210
410,260,60,260,60
411,0,330,0,330
412,60,190,60,190
413,0,240,0,240
414,50,190,50,190
415,260,60,260,60
416,410,0,410,0
417,60,180,60,180
418,60,180,60,180
419,20,220,20,220
420,60,180,60,180
421,320,10,320,10
422,280,40,280,40
423,0,250,0,250
424,70,170,70,170
425,0,330,0,330
426,410,0,410,0
427,80,160,80,160
428,310,10,310,10
429,280,40,280,40
430,70,170,70,170
431,270,50,270,50
432,410,0,410,0
433,70,170,70,170
434,300,20,300,20
435,70,170,70,170
436,20,220,20,220
437,410,0,410,0
438,70,180,70,180
439,50,200,50,200
440,0,240,0,240
441,20,230,20,230
442,270,50,270,50
443,410,0,410,0
444,80,160,80,160
445,30,220,30,220
446,80,170,80,170
447,250,70,250,70
448,280,50,280,50
449,280,40,280,40
450,410,0,410,0
451,10,230,10,230
452,60,180,60,180
453,0,240,0,240
454,260,70,260,70
455,40,210,40,210
456,0,240,0,240
457,0,330,0,330
458,70,170,70,170
459,60,180,60,180
460,0,240,0,240
461,80,160,80,160
462,270,50,270,50
463,0,240,0,240
464,40,200,40,200
465,0,240,0,240
466,300,20,300,20
467,280,40,280,40
468,0,240,0,240
469,0,250,0,250
470,40,200,40,200
471,40,210,40,210
472,80,160,80,160
473,270,50,270,50
474,270,60,270,60
475,300,20,300,20
476,60,190,60,190
477,60,180,60,180
478,80,170,80,170
479,40,210,40,210
480,250,70,250,70
481,20,220,20,220
482,310,20,310,20
483,410,0,410,0
484,70,170,70,170
485,30,220,30,220
486,270,60,270,60
487,290,30,290,30
488,0,240,0,240
489,20,220,20,220
490,290,30,290,30
491,260,60,260,60
492,290,40,290,40
493,260,70,260,70
494,80,160,80,160
495,290,40,290,40
496,410,0,410,0
497,30,210,30,210
498,250,70,250,70
499,300,20,300,20
500,0,240,0,240
501,90,160,90,160
502,300,20,300,20
503,30,220,30,220
504,300,20,300,20
505,20,220,20,220
506,410,0,410,0
507,0,240,0,240
508,280,50,280,50
509,250,70,250,70
510,310,10,310,10
511,40,200,40,200
512,0,240,0,240
513,250,70,250,70
514,50,190,50,190
515,260,60,260,60
516,280,40,280,40
517,80,170,80,170
518,0,240,0,240
519,0,240,0,240
520,290,40,290,40
521,290,30,290,30
522,260,70,260,70
523,260,70,260,70
524,270,60,270,60
525,40,200,40,200
526,270,50,270,50
527,280,40,280,40
528,70,170,70,170
529,290,20,290,20
530,20,220,20,220
531,310,20,310,20
532,300,20,300,20
533,280,40,280,40
534,80,170,80,170
535,50,190,50,190
536,0,250,0,250
537,40,200,40,200
538,280,40,280,40
539,260,60,260,60
540,260,60,260,60
541,0,330,0,330
542,0,250,0,250
543,410,0,410,0
544,260,60,260,60
545,70,170,70,170
546,410,0,410,0
547,280,50,280,50
548,60,180,60,180
549,290,30,290,30
550,30,220,30,220
551,310,20,310,20
552,70,170,70,170
553,50,190,50,190
554,0,240,0,240
555,0,330,0,330
556,80,160,80,160
557,310,10,310,10
558,0,330,0,330
559,50,190,50,190
560,80,160,80,160
561,310,10,310,10
562,0,240,0,240
563,250,70,250,70
564,40,200,40,200
565,250,70,250,70
566,0,330,0,330
567,250,70,250,70
568,290,30,290,30
569,280,40,280,40
570,70,170,70,170
571,260,60,260,60
572,10,230,10,230
573,270,50,270,50
574,60,180,60,180
575,290,40,290,40
576,60,170,60,170
577,60,180,60,180
578,80,160,80,160
579,290,30,290,30
580,60,180,60,180
581,70,180,70,180
582,270,50,270,50
583,30,210,30,210
584,60,190,60,190
585,250,70,250,70
586,280,30,280,30
587,300,30,300,30
588,0,240,0,240
589,270,50,270,50
590,250,70,250,70
591,0,240,0,240
592,20,230,20,230
593,310,10,310,10
594,250,70,250,70
595,410,0,410,0
596,260,60,260,60
597,0,240,0,240
598,260,60,260,60
599,310,20,310,20
600,90,160,90,160
601,0,240,0,240
602,70,180,70,180
603,260,60,260,60
604,0,330,0,330
605,410,0,410,0
606,50,180,50,180
607,310,0,310,0
608,410,0,410,0
609,240,70,240,70
610,0,240,0,240
611,10,230,10,230
612,280,40,280,40
613,80,160,80,160
614,290,30,290,30
615,310,10,310,10
616,300,20,300,20
617,280,50,280,50
618,60,180,60,180
619,80,160,80,160
620,0,240,0,240
621,410,0,410,0
622,30,210,30,210
623,410,0,410,0
624,260,60,260,60
625,0,330,0,330
626,70,180,70,180
627,50,190,50,190
628,270,50,270,50
629,270,60,270,60
630,0,330,0,330
631,260,60,260,60
632,0,330,0,330
633,80,160,80,160
634,60,180,60,180
635,0,250,0,250
636,50,190,50,190
637,50,200,50,200
638,90,160,90,160
639,0,240,0,240
640,30,210,30,210
641,0,330,0,330
642,0,330,0,330
643,60,180,60,180
644,300,20,300,20
645,90,160,90,160
646,0,250,0,250
647,410,0,410,0
648,40,200,40,200
649,410,0,410,0
650,410,0,410,0
651,0,330,0,330
652,60,180,60,180
653,40,200,40,200
654,290,30,290,30
655,60,180,60,180
656,270,50,270,50
657,0,250,0,250
658,70,170,70,170
659,0,240,0,240
660,70,170,70,170
661,280,40,280,40
662,20,230,20,230
663,0,330,0,330
664,290,30,290,30
665,410,0,410,0
666,260,70,260,70
667,0,330,0,330
668,260,60,260,60
669,0,240,0,240
670,10,240,10,240
671,70,170,70,170
672,310,10,310,10
673,70,170,70,170
674,410,0,410,0
675,310,20,310,20
676,250,70,250,70
677,40,200,40,200
678,300,20,300,20
679,80,160,80,160
680,0,240,0,240
681,410,0,410,0
682,260,50,260,50
683,80,170,80,170
684,320,10,320,10
685,280,50,280,50
686,260,60,260,60
687,320,0,320,0
688,300,20,300,20
689,410,0,410,0
690,0,240,0,240
691,30,220,30,220
692,50,190,50,190
693,260,70,260,70
694,290,40,290,40
695,250,70,250,70
696,260,60,260,60
697,40,200,40,200
698,410,0,410,0
699,0,330,0,330
700,310,10,310,10
701,90,160,90,160
702,410,0,410,0
703,270,60,270,60
704,270,40,270,40
705,0,330,0,330
706,300,20,300,20
707,0,330,0,330
708,20,220,20,220
709,60,180,60,180
710,80,170,80,170
711,60,180,60,180
712,270,60,270,60
713,260,60,260,60
714,0,240,0,240
715,250,70,250,70
716,20,230,20,230
717,250,70,250,70
718,260,60,260,60
719,320,0,320,0
720,70,160,70,160
721,290,40,290,40
722,280,40,280,40
723,60,190,60,190
724,410,0,410,0
725,80,170,80,170
726,10,230,10,230
727,50,200,50,200
728,0,330,0,330
729,0,330,0,330
730,50,200,50,200
731,30,210,30,210
732,0,240,0,240
733,0,330,0,330
734,0,330,0,330
735,80,170,80,170
736,0,250,0,250
737,270,60,270,60
738,80,170,80,170
739,20,210,20,210
740,50,190,50,190
741,20,220,20,220
742,30,210,30,210
743,60,180,60,180
744,10,230,10,230
745,40,210,40,210
746,260,70,260,70
747,70,180,70,180
748,280,40,280,40
749,0,330,0,330
750,410,0,410,0
751,300,30,300,30
752,70,180,70,180
753,50,180,50,180
754,80,170,80,170
755,0,240,0,240
756,410,0,410,0
757,290,40,290,40
758,410,0,410,0
759,260,70,260,70
760,10,220,10,220
761,50,190,50,190
762,280,40,280,40
763,310,10,310,10
764,290,30,290,30
765,0,240,0,240
766,250,70,250,70
767,300,30,300,30
768,80,160,80,160
769,280,50,280,50
770,250,70,250,70
771,260,50,260,50
772,310,10,310,10
773,0,240,0,240
774,0,330,0,330
775,50,200,50,200
776,0,330,0,330
777,310,10,310,10
778,250,70,250,70
779,40,200,40,200
780,280,40,280,40
781,20,220,20,220
782,0,330,0,330
783,30,210,30,210
784,60,180,60,180
785,290,40,290,40
786,40,200,40,200
787,10,230,10,230
788,40,200,40,200
789,0,240,0,240
790,0,240,0,240
791,0,240,0,240
792,70,180,70,180
793,260,70,260,70
794,270,50,270,50
795,80,160,80,160
796,410,0,410,0
797,0,330,0,330
798,410,0,410,0
799,60,180,60,180
800,50,190,50,190
801,0,240,0,240
802,260,60,260,60
803,290,20,290,20
804,0,330,0,330
805,30,210,30,210
806,250,70,250,70
807,410,0,410,0
808,0,330,0,330
809,30,220,30,220
810,60,190,60,190
811,0,240,0,240
812,0,240,0,240
813,280,40,280,40
814,280,40,280,40
815,60,180,60,180
816,410,0,410,0
817,260,60,260,60
818,0,330,0,330
819,80,170,80,170
820,300,20,300,20
821,40,200,40,200
822,250,70,250,70
823,60,180,60,180
824,310,10,310,10
825,80,160,80,160
826,250,70,250,70
827,20,220,20,220
828,310,20,310,20
829,300,20,300,20
830,280,40,280,40
831,0,240,0,240
832,60,180,60,180
833,260,60,260,60
834,70,180,70,180
835,280,40,280,40
836,290,30,290,30
837,40,200,40,200
838,40,210,40,210
839,280,40,280,40
840,0,240,0,240
841,80,170,80,170
842,270,60,270,60
843,0,240,0,240
844,80,160,80,160
845,260,60,260,60
846,0,240,0,240
847,410,0,410,0
848,60,180,60,180
849,410,0,410,0
850,10,230,10,230
851,80,160,80,160
852,70,170,70,170
853,260,60,260,60
854,60,170,60,170
855,0,330,0,330
856,0,330,0,330
857,30,220,30,220
858,250,70,250,70
859,20,230,20,230
860,280,40,280,40
861,0,240,0,240
862,300,20,300,20
863,30,210,30,210
864,0,240,0,240
865,280,50,280,50
866,10,230,10,230
867,270,50,270,50
868,260,60,260,60
869,410,0,410,0
870,300,20,300,20
871,0,240,0,240
872,410,0,410,0
873,280,40,280,40
874,410,0,410,0
875,70,170,70,170
876,0,330,0,330
877,0,330,0,330
878,20,230,20,230
879,280,40,280,40
880,260,60,260,60
881,0,250,0,250
882,410,0,410,0
883,30,210,30,210
884,410,0,410,0
885,310,10,310,10
886,0,240,0,240
887,310,10,310,10
888,60,180,60,180
889,260,70,260,70
890,70,170,70,170
891,10,230,10,230
892,80,160,80,160
893,300,20,300,20
894,40,200,40,200
895,410,0,410,0
896,70,170,70,170
897,70,170,70,170
898,280,40,280,40
899,300,20,300,20
900,250,70,250,70
901,280,40,280,40
902,270,60,270,60
903,0,330,0,330
904,280,40,280,40
905,60,180,60,180
906,410,0,410,0
907,270,50,270,50
908,0,240,0,240
909,300,30,300,30
910,60,180,60,180
911,80,160,80,160
912,280,40,280,40
913,50,190,50,190
914,280,40,280,40
915,0,330,0,330
916,280,40,280,40
917,0,330,0,330
918,410,0,410,0
919,0,240,0,240
920,260,70,260,70
921,40,200,40,200
922,270,50,270,50
923,410,0,410,0
924,260,60,260,60
925,70,180,70,180
926,280,50,280,50
927,70,180,70,180
928,80,160,80,160
929,80,160,80,160
930,20,230,20,230
931,60,180,60,180
932,250,70,250,70
933,290,30,290,30
934,260,70,260,70
935,80,170,80,170
936,60,190,60,190
937,410,0,410,0
938,310,10,310,10
939,250,60,250,60
940,300,30,300,30
941,250,70,250,70
942,50,190,50,190
943,300,20,300,20
944,60,180,60,180
945,410,0,410,0
946,280,40,280,40
947,70,170,70,170
948,280,40,280,40
949,300,20,300,20
950,270,50,270,50
951,410,0,410,0
952,410,0,410,0
953,60,180,60,180
954,80,160,80,160
955,260,60,260,60
956,410,0,410,0
957,0,330,0,330
958,280,40,280,40
959,50,190,50,190
960,270,50,270,50
961,290,30,290,30
962,70,180,70,180
963,290,30,290,30
964,70,170,70,170
965,70,170,70,170
966,410,0,410,0
967,270,60,270,60
968,50,200,50,200
969,300,20,300,20
970,40,200,40,200
971,260,60,260,60
972,70,170,70,170
973,260,60,260,60
974,10,230,10,230
975,290,40,290,40
976,20,220,20,220
977,20,220,20,220
978,260,70,260,70
979,280,40,280,40
980,40,210,40,210
981,0,240,0,240
982,50,190,50,190
983,410,0,410,0
984,290,40,290,40
985,0,330,0,330
986,310,20,310,20
987,0,240,0,240
988,70,170,70,170
989,60,180,60,180
990,270,50,270,50
991,280,40,280,40
992,0,330,0,330
993,80,160,80,160
994,40,210,40,210
995,310,10,310,10
996,30,210,30,210
997,0,240,0,240
998,0,240,0,240
999,0,330,0,330
1000,50,190,50,190
1001,300,20,300,20
1002,260,60,260,60
1003,250,70,250,70
1004,0,330,0,330
1005,270,50,270,50
1006,50,200,50,200
1007,310,10,310,10
1008,260,60,260,60
1009,260,70,260,70
1010,290,30,290,30
1011,0,240,0,240
1012,300,30,300,30
1013,60,180,60,180
1014,290,30,290,30
1015,290,40,290,40
1016,260,70,260,70
1017,0,240,0,240
1018,40,200,40,200
1019,10,230,10,230
1020,260,60,260,60
1021,410,0,410,0
1022,80,160,80,160
1023,300,20,300,20
1024,300,20,300,20
1025,30,210,30,210
1026,70,180,70,180
1027,0,330,0,330
1028,30,210,30,210
1029,0,330,0,330
1030,60,180,60,180
1031,270,50,270,50
1032,20,220,20,220
1033,260,70,260,70
1034,70,170,70,170
1035,0,240,0,240
1036,0,330,0,330
1037,60,180,60,180
1038,80,160,80,160
1039,260,50,260,50
1040,70,170,70,170
1041,20,220,20,220
1042,50,190,50,190
1043,80,160,80,160
1044,300,20,300,20
1045,10,230,10,230
1046,280,40,280,40
1047,80,170,80,170
1048,280,40,280,40
1049,80,170,80,170
1050,70,160,70,160
1051,410,0,410,0
1052,50,200,50,200
1053,300,20,300,20
1054,0,250,0,250
1055,90,160,90,160
1056,60,180,60,180
1057,250,70,250,70
1058,310,10,310,10
1059,250,70,250,70
1060,410,0,410,0
1061,0,330,0,330
1062,50,200,50,200
1063,0,330,0,330
1064,260,50,260,50
1065,270,60,270,60
1066,410,0,410,0
1067,0,330,0,330
1068,90,160,90,160
1069,300,20,300,20
1070,260,60,260,60
1071,0,240,0,240
1072,0,330,0,330
1073,410,0,410,0
1074,290,20,290,20
1075,0,330,0,330
1076,260,60,260,60
1077,270,50,270,50
1078,70,170,70,170
1079,30,210,30,210
1080,50,190,50,190
1081,290,30,290,30
1082,70,170,70,170
1083,60,190,60,190
1084,40,200,40,200
1085,260,60,260,60
1086,0,240,0,240
1087,60,180,60,180
1088,20,220,20,220
1089,60,190,60,190
1090,90,160,90,160
1091,80,160,80,160
1092,20,220,20,220
1093,410,0,410,0
1094,30,220,30,220
1095,40,200,40,200
1096,80,160,80,160
1097,0,330,0,330
1098,0,240,0,240
1099,300,20,300,20
1100,60,190,60,190
1101,280,40,280,40
1102,300,20,300,20
1103,270,50,270,50
1104,260,60,260,60
1105,30,210,30,210
1106,270,50,270,50
1107,60,190,60,190
1108,410,0,410,0
1109,50,200,50,200
1110,0,240,0,240
1111,0,250,0,250
1112,50,190,50,190
1113,310,10,310,10
1114,300,20,300,20
1115,270,60,270,60
1116,410,0,410,0
1117,300,20,300,20
1118,280,50,280,50
1119,310,10,310,10
1120,40,200,40,200
1121,90,160,90,160
1122,410,0,410,0
1123,270,50,270,50
1124,40,190,40,190
1125,60,180,60,180
1126,0,240,0,240
1127,60,180,60,180
1128,280,50,280,50
1129,40,200,40,200
1130,80,160,80,160
1131,40,200,40,200
1132,10,230,10,230
1133,250,60,250,60
1134,30,210,30,210
1135,260,60,260,60
1136,290,30,290,30
1137,40,200,40,200
1138,280,40,280,40
1139,80,160,80,160
1140,0,330,0,330
1141,80,170,80,170
1142,410,0,410,0
1143,60,180,60,180
1144,0,330,0,330
1145,310,20,310,20
1146,30,210,30,210
1147,410,0,410,0
1148,70,170,70,170
1149,0,240,0,240
1150,270,50,270,50
1151,50,190,50,190
1152,40,200,40,200
1153,270,50,270,50
1154,50,200,50,200
1155,410,0,410,0
1156,250,70,250,70
1157,0,240,0,240
1158,70,160,70,160
1159,260,70,260,70
1160,60,190,60,190
1161,50,190,50,190
1162,50,200,50,200
1163,290,40,290,40
1164,280,40,280,40
1165,50,200,50,200
1166,60,180,60,180
1167,250,70,250,70
1168,0,250,0,250
1169,20,220,20,220
1170,0,240,0,240
1171,300,30,300,30
1172,0,240,0,240
1173,300,20,300,20
1174,20,220,20,220
1175,30,220,30,220
1176,310,10,310,10
1177,0,240,0,240
1178,270,60,270,60
1179,60,180,60,180
1180,50,190,50,190
1181,30,220,30,220
1182,250,70,250,70
1183,70,170,70,170
1184,0,330,0,330
1185,50,190,50,190
1186,270,60,270,60
1187,280,50,280,50
1188,40,200,40,200
1189,410,0,410,0
1190,290,30,290,30
1191,280,40,280,40
1192,270,60,270,60
1193,290,40,290,40
1194,40,190,40,190
1195,260,60,260,60
1196,410,0,410,0
1197,0,240,0,240
1198,0,240,0,240
1199,60,190,60,190
1200,0,330,0,330
1201,0,240,0,240
1202,280,50,280,50
1203,70,180,70,180
1204,250,70,250,70
1205,50,190,50,190
1206,270,60,270,60
1207,70,170,70,170
1208,310,10,310,10
1209,310,10,310,10
1210,0,240,0,240
1211,0,330,0,330
1212,50,190,50,190
1213,410,0,410,0
1214,10,220,10,220
1215,300,20,300,20
1216,20,220,20,220
1217,60,190,60,190
1218,0,330,0,330
1219,70,180,70,180
1220,300,20,300,20
1221,80,160,80,160
1222,40,200,40,200
1223,70,180,70,180
1224,40,200,40,200
1225,30,210,30,210
1226,300,20,300,20
1227,10,230,10,230
1228,0,240,0,240
1229,290,40,290,40
1230,0,240,0,240
1231,40,200,40,200
1232,290,30,290,30
1233,0,330,0,330
1234,50,190,50,190
1235,300,20,300,20
1236,300,20,300,20
1237,60,190,60,190
1238,270,50,270,50
1239,250,70,250,70
1240,50,180,50,180
1241,40,210,40,210
1242,250,70,250,70
1243,250,60,250,60
1244,280,40,280,40
1245,0,240,0,240
1246,40,200,40,200
1247,0,330,0,330
1248,0,240,0,240
1249,410,0,410,0
1250,0,240,0,240
1251,290,30,290,30
1252,20,220,20,220
1253,20,220,20,220
1254,40,200,40,200
1255,250,70,250,70
1256,260,60,260,60
1257,60,180,60,180
1258,80,160,80,160
1259,60,180,60,180
1260,60,190,60,190
1261,40,200,40,200
1262,250,60,250,60
1263,50,200,50,200
1264,60,190,60,190
1265,300,20,300,20
1266,260,60,260,60
1267,90,160,90,160
1268,50,200,50,200
1269,50,190,50,190
1270,40,210,40,210
1271,300,20,300,20
1272,0,330,0,330
1273,290,30,290,30
1274,0,240,0,240
1275,0,330,0,330
1276,270,50,270,50
1277,410,0,410,0
1278,60,190,60,190
1279,250,70,250,70
1280,310,10,310,10
1281,250,70,250,70
1282,20,230,20,230
1283,280,50,280,50
1284,250,70,250,70
1285,10,230,10,230
1286,0,240,0,240
1287,0,240,0,240
1288,300,30,300,30
1289,20,210,20,210
1290,60,190,60,190
1291,20,220,20,220
1292,20,220,20,220
1293,310,20,310,20
1294,80,170,80,170
1295,0,330,0,330
1296,40,200,40,200
1297,80,160,80,160
1298,260,60,260,60
1299,30,200,30,200
1300,20,220,20,220
1301,20,220,20,220
1302,90,160,90,160
1303,260,60,260,60
1304,80,170,80,170
1305,60,180,60,180
1306,70,180,70,180
1307,80,160,80,160
1308,410,0,410,0
1309,30,210,30,210
1310,0,240,0,240
1311,40,190,40,190
1312,250,70,250,70
1313,300,30,300,30
1314,0,240,0,240
1315,300,30,300,30
1316,60,180,60,180
1317,80,160,80,160
1318,0,240,0,240
1319,280,40,280,40
1320,280,40,280,40
1321,0,330,0,330
1322,0,240,0,240
1323,0,330,0,330
1324,410,0,410,0
1325,270,50,270,50
1326,280,40,280,40
1327,270,60,270,60
1328,410,0,410,0
1329,0,250,0,250
1330,70,170,70,170
1331,0,240,0,240
1332,260,70,260,70
1333,270,50,270,50
1334,410,0,410,0
1335,410,0,410,0
1336,280,40,280,40
1337,250,70,250,70
1338,410,0,410,0
1339,80,160,80,160
1340,50,190,50,190
1341,60,180,60,180
1342,0,330,0,330
1343,270,40,270,40
1344,20,230,20,230
1345,410,0,410,0
1346,280,40,280,40
1347,70,170,70,170
1348,80,160,80,160
1349,0,250,0,250
1350,290,40,290,40
1351,20,220,20,220
1352,250,70,250,70
1353,80,160,80,160
1354,270,50,270,50
1355,310,0,310,0
1356,290,30,290,30
1357,40,200,40,200
1358,300,20,300,20
1359,60,170,60,170
